Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
52,Male,Bachelor's,Widowed,109694,680,17327,Home,Self-employed,14,Poor,0.30342511,215627,1,East Ashley,AR,Tuvalu,3,1,High
67,Female,PhD,Divorced,113479,785,13307,Auto,Self-employed,6,Good,0.118216937,26473,2,South Mckenzie,MA,Kuwait,2,2,High
30,Male,High School,Married,60285,671,20759,Home,Employed,8,Fair,0.231672098,48885,,Dawnbury,GU,France,2,1,High
52,Female,Bachelor's,Married,48820,729,24165,Personal,Unemployed,14,Fair,0.236190786,,2,New Michaelburgh,HI,Sierra Leone,1,1,Low
29,Male,High School,Married,56660,640,7120,Home,Self-employed,10,Good,0.229580278,299237,3,New Tonya,ME,Dominica,0,2,Low
66,Male,PhD,Single,23436,789,31576,Home,Unemployed,6,Excellent,0.49505351,198343,4,Martinton,IA,Congo,0,0,Low
34,Non-binary,Master's,Divorced,47677,781,25432,Auto,Employed,0,Fair,0.406660295,173621,4,Port Jeremy,NM,Guernsey,3,0,High
43,Non-binary,PhD,Divorced,96772,,42071,Personal,Self-employed,4,Fair,0.330261757,252156,0,Bowentown,IL,United States of America,4,1,Medium
52,Male,Bachelor's,Single,48564,626,14969,Auto,Employed,3,Good,0.278043394,227102,0,Mcdonaldstad,OK,Sudan,0,2,Medium
35,Non-binary,PhD,Widowed,117104,614,36254,Personal,Unemployed,19,Poor,0.312655221,269711,4,West Chad,LA,Costa Rica,4,0,Medium
40,Male,PhD,Married,114161,671,40862,Auto,Employed,2,Good,0.443767344,28331,0,Lake Cindy,AR,United States Minor Outlying Islands,,0,High
37,Female,Bachelor's,Widowed,78824,628,24617,Home,Unemployed,15,Good,0.148598111,80489,3,Jamesbury,OR,Congo,4,2,Medium
69,Female,Bachelor's,Widowed,46620,720,11599,Home,Self-employed,7,Good,0.419918236,52022,,Patrickfort,FM,Mongolia,4,2,Medium
55,Female,PhD,Widowed,31952,754,28092,Personal,Unemployed,17,Fair,0.298468219,56681,2,Charlotteland,SC,British Indian Ocean Territory (Chagos Archipelago),4,2,Low
52,Male,Bachelor's,Single,78126,747,35927,Home,Self-employed,19,Poor,0.472789899,53258,,Melissafort,NV,Azerbaijan,,1,High
39,Male,Bachelor's,Single,114182,788,29990,Business,Self-employed,8,Excellent,0.41174122,109842,4,Davisfort,AS,Andorra,4,0,Low
47,Female,Bachelor's,Widowed,43545,653,6955,Home,Employed,15,Excellent,0.595200784,255048,1,West Christopher,UT,Senegal,1,0,High
35,Non-binary,PhD,Married,49024,622,32875,Auto,Employed,13,Excellent,0.483363168,147017,3,Salazarchester,VT,American Samoa,0,0,Low
55,Female,PhD,Widowed,44172,772,44286,Home,Employed,19,Poor,0.132125088,88779,,Myersberg,IA,Mayotte,3,2,High
23,Non-binary,Bachelor's,Widowed,48088,609,26187,Home,Self-employed,2,Fair,0.317633455,,4,Susanstad,TN,Djibouti,2,0,Low
33,Non-binary,PhD,Single,73214,736,19134,Auto,Unemployed,0,Poor,0.598714532,43987,3,Carlosview,DE,France,0,0,Medium
46,Male,Master's,Married,82002,789,31194,Auto,Unemployed,16,Excellent,0.221952545,214030,1,New Wesleychester,MP,Croatia,3,2,Low
56,Male,PhD,Single,107193,700,35111,Auto,Self-employed,10,Fair,0.155125583,79102,,Port Heather,WA,Congo,0,0,Medium
22,Female,High School,Married,73804,700,36572,Home,Unemployed,13,Good,0.32797744,37861,,Priceside,RI,Serbia,1,1,High
19,Non-binary,PhD,Single,84042,792,,Home,Employed,9,Excellent,0.260954008,225631,0,West Dana,NE,Monaco,1,0,Medium
32,Female,PhD,Married,55470,,22114,Auto,Employed,10,Poor,0.468554186,211344,4,New Dylanside,MO,Korea,0,2,Medium
42,Non-binary,Bachelor's,Widowed,89070,,18488,Personal,Employed,11,Excellent,0.555160219,53198,2,Johnsonfurt,WY,Marshall Islands,1,2,Low
19,Non-binary,High School,Married,88650,,37717,Auto,Self-employed,11,Poor,0.430125123,86013,3,Holmesfurt,CA,Bolivia,,1,Low
68,Male,High School,Divorced,,,10107,Home,Unemployed,6,Good,0.197857626,,,New Cristianton,IN,Samoa,1,1,High
35,Male,High School,Divorced,94891,625,31858,Home,Self-employed,4,Excellent,0.119599154,150719,3,South Williamstad,ND,Micronesia,3,1,High
64,Non-binary,Bachelor's,Divorced,57525,689,41918,Personal,Employed,18,Fair,0.10047928,141507,0,Jameston,MN,Malawi,2,2,High
37,Male,Master's,Single,,709,,Personal,Self-employed,9,Good,0.442666998,248262,1,New John,AS,Nigeria,3,1,Low
59,Non-binary,Master's,Divorced,29589,757,42667,Auto,Employed,9,Fair,0.485965178,,,North William,MI,Sweden,,1,Low
34,Female,PhD,Single,118531,611,28718,Home,Employed,8,Excellent,0.15958794,73318,1,Donaldburgh,WY,Western Sahara,4,2,Medium
28,Non-binary,Master's,Widowed,86758,660,24996,Personal,Unemployed,8,Good,0.271522386,,0,New Robert,FL,Honduras,1,0,Low
34,Male,PhD,Married,33200,725,17292,Home,Employed,10,Poor,0.442671169,130942,0,North Heidichester,PW,Comoros,3,1,Low
42,Female,Bachelor's,Divorced,36820,654,12424,Home,Self-employed,14,Poor,0.145972763,,,Port Julie,AL,Aruba,2,1,Medium
63,Female,PhD,Married,108487,,7112,Home,Unemployed,11,Excellent,0.463337746,285602,,New Tammie,RI,Chad,2,2,Low
36,Female,PhD,Married,78995,705,47750,Business,Employed,10,Excellent,0.553490157,90187,1,North Oscarland,CA,Albania,1,2,Medium
50,Male,Bachelor's,Married,106891,,25505,Personal,Employed,12,Good,0.335787241,253826,0,New Katherinemouth,VI,Peru,2,0,Medium
61,Non-binary,PhD,Divorced,27867,703,8772,Home,Self-employed,4,Poor,0.534280392,,,New Matthewtown,WI,Niger,1,0,Low
31,Female,Bachelor's,Widowed,21915,782,5381,Personal,Employed,1,Good,0.523548634,264709,4,South Daniel,MH,Philippines,4,2,High
33,Female,High School,Widowed,77822,660,,Personal,Self-employed,4,Good,0.449309364,260496,4,New Anthonyfort,TX,Papua New Guinea,0,0,High
59,Male,High School,Divorced,105907,791,5414,Home,Self-employed,14,Fair,0.172182417,23587,1,Brownton,NJ,Malawi,4,2,High
46,Non-binary,Master's,Divorced,115204,795,,Personal,Employed,17,Good,0.47905945,268185,0,Nancybury,VT,Rwanda,4,0,High
23,Female,PhD,Divorced,42218,750,24358,Home,Self-employed,18,Excellent,0.484754293,253948,4,South Matthew,AS,Cote d'Ivoire,,0,Low
33,Female,Bachelor's,Single,,718,21325,Personal,Unemployed,7,Excellent,0.443643469,134343,0,New Bernard,NE,Saint Barthelemy,2,1,Low
65,Female,PhD,Married,,759,10472,Business,Employed,8,Excellent,0.512716566,124867,0,Solisshire,MS,Andorra,0,2,Medium
38,Female,Master's,Widowed,,,,Personal,Self-employed,19,Excellent,0.258988341,196687,0,Robinsonmouth,ME,Guinea-Bissau,2,0,High
42,Male,High School,Single,109791,713,,Auto,Employed,0,Good,0.222245598,130627,1,East Nicholas,ME,Jamaica,,0,Low
36,Male,Master's,Single,,721,15027,Auto,Unemployed,10,Fair,0.177117504,,2,East Johnbury,VA,Costa Rica,1,2,Medium
36,Male,High School,Widowed,21658,684,22576,Home,Unemployed,6,Poor,0.575554848,131258,,Trevorhaven,AZ,Holy See (Vatican City State),3,2,Low
31,Female,PhD,Divorced,,798,9971,Home,Unemployed,17,Excellent,0.549259838,252169,3,West Kimberly,GU,Saint Martin,3,2,High
46,Female,Master's,Single,24934,736,,Home,Unemployed,7,Poor,0.112570852,,,East Melindamouth,KY,British Virgin Islands,,0,Low
65,Male,High School,Married,108456,673,,Auto,Unemployed,3,Fair,0.300680979,129371,,Michaelmouth,OR,French Guiana,,0,Low
43,Male,High School,Single,68536,648,46547,Business,Self-employed,17,Excellent,0.233125317,168471,3,North Hannah,IA,American Samoa,1,0,Medium
68,Female,PhD,Widowed,,654,41095,Home,Unemployed,18,Good,0.396641376,291969,2,Samuelside,ID,China,4,1,High
54,Male,High School,Married,23794,754,42272,Personal,Unemployed,5,Good,0.534887509,273159,4,Mannmouth,MT,Angola,3,2,High
56,Male,Master's,Married,,795,38260,Home,Unemployed,13,Poor,0.530618756,75569,2,North Christopher,TX,Bulgaria,0,0,Low
58,Non-binary,PhD,Married,,,38136,Home,Self-employed,0,Poor,0.41202946,259622,2,Patrickborough,WV,Chile,3,0,High
53,Male,Bachelor's,Widowed,30916,,37668,Home,Unemployed,18,Poor,0.503354304,273737,4,Walkerfort,NJ,Zimbabwe,0,2,High
27,Female,Bachelor's,Widowed,95265,715,8880,Home,Self-employed,5,Good,0.265125253,273891,,Rogershaven,TX,Bahrain,,2,Low
38,Non-binary,Master's,Widowed,,,,Home,Unemployed,3,Excellent,0.562424513,102357,3,New Gregoryview,WY,Netherlands Antilles,0,2,High
56,Female,PhD,Married,48962,705,24700,Home,Employed,7,Poor,0.303676129,,3,Tylerton,VT,Liechtenstein,0,1,High
30,Non-binary,High School,Widowed,,,29584,Business,Unemployed,1,Poor,0.497217077,,1,North Nataliefort,NE,Georgia,1,2,High
18,Female,PhD,Married,47410,788,15325,Personal,Employed,10,Good,0.290223146,220103,3,North Nicole,MI,Lao People's Democratic Republic,,1,Low
69,Female,Master's,Married,31171,650,47262,Auto,Self-employed,12,Excellent,0.489093639,228830,1,Krauseburgh,OH,Kuwait,1,2,Low
23,Female,Bachelor's,Widowed,,734,47580,Business,Self-employed,5,Excellent,0.147660794,271788,1,South Katherinefurt,OK,Swaziland,0,1,Low
56,Male,Master's,Divorced,58655,775,11538,Home,Unemployed,10,Poor,0.254093366,257735,0,Brandonshire,KY,Syrian Arab Republic,,2,Low
61,Male,Bachelor's,Married,,685,33464,Home,Employed,3,Fair,0.50653247,106285,2,East John,LA,Turks and Caicos Islands,,0,High
27,Non-binary,Master's,Widowed,32905,,21011,Business,Employed,8,Poor,0.5114915,144697,,Morrishaven,AS,Turks and Caicos Islands,,1,Low
61,Non-binary,Master's,Divorced,24866,,25705,Business,Employed,3,Poor,0.568711712,81198,4,North Donaldville,SC,Puerto Rico,,1,High
27,Non-binary,High School,Married,78792,706,48705,Personal,Unemployed,13,Fair,0.493290523,236350,3,Lindsayview,NV,Italy,1,0,Low
55,Non-binary,PhD,Married,97092,790,24769,Home,Unemployed,8,Excellent,0.56340419,203626,,North Travismouth,TN,Timor-Leste,0,1,Low
69,Non-binary,Master's,Divorced,48760,661,34103,Business,Self-employed,13,Fair,0.334463807,284938,1,Lucasland,PW,Guinea-Bissau,0,2,Medium
66,Non-binary,High School,Married,95724,782,49400,Business,Self-employed,7,Good,0.419305418,239713,,Martinshire,WV,Australia,,1,Medium
61,Non-binary,High School,Divorced,87667,779,21989,Personal,Employed,11,Poor,0.48976788,71230,2,Katherinestad,NH,Denmark,,1,High
34,Female,Master's,Widowed,80582,622,44352,Business,Self-employed,8,Fair,0.537020488,209744,0,Lisamouth,IA,Fiji,4,0,Low
30,Female,High School,Widowed,112305,780,36361,Home,Unemployed,17,Fair,0.540170928,108452,1,New Colleen,SC,Bermuda,1,2,High
38,Male,PhD,Divorced,,784,31301,Auto,Self-employed,12,Good,0.552612621,140980,0,Bradleyburgh,IA,Spain,4,0,High
31,Female,PhD,Married,,647,42696,Auto,Unemployed,4,Fair,0.244839193,229385,,Lake Chris,AL,Ghana,4,2,Medium
30,Non-binary,Master's,Widowed,,649,,Home,Employed,13,Excellent,0.354668932,,4,Port Jacobmouth,NY,Burundi,1,1,High
31,Non-binary,High School,Single,89445,,,Auto,Employed,14,Good,0.487230448,158059,2,Kochhaven,FL,Azerbaijan,3,1,High
40,Male,PhD,Single,89535,624,12990,Auto,Unemployed,6,Good,0.117355071,48187,,South Haileyview,NC,Suriname,3,2,Low
40,Non-binary,PhD,Single,118395,793,9043,Home,Unemployed,11,Good,0.219414227,192398,2,South Joyce,SC,Morocco,1,2,Medium
56,Non-binary,High School,Divorced,104688,782,42080,Home,Unemployed,10,Good,0.384358189,119743,0,Lucasstad,WY,Armenia,1,2,High
37,Male,Bachelor's,Married,57874,,41261,Home,Unemployed,0,Good,0.356591282,,0,Jenkinsburgh,LA,Bulgaria,,1,High
23,Male,Master's,Single,42068,755,11069,Auto,Employed,0,Fair,0.56843205,128164,4,East Kathy,SC,Australia,1,2,Medium
31,Non-binary,PhD,Single,,714,39716,Business,Unemployed,17,Excellent,0.451601882,71810,2,Lake Todd,IN,British Indian Ocean Territory (Chagos Archipelago),3,0,High
25,Female,Master's,Divorced,48380,,41872,Auto,Self-employed,13,Poor,0.444708446,163903,,Connorview,VA,China,,0,Low
65,Female,High School,Single,95440,671,44117,Home,Employed,11,Good,0.460205443,,,Lake Samuel,KS,Turkmenistan,4,0,High
36,Male,Master's,Widowed,23743,,33682,Auto,Self-employed,5,Poor,0.491258157,,2,West Annaville,MD,Oman,2,2,Low
28,Non-binary,High School,Single,94312,762,35060,Home,Self-employed,7,Good,0.412732277,151361,1,Kaylaborough,MH,Japan,1,1,Medium
31,Male,High School,Married,36139,,11408,Auto,Self-employed,5,Excellent,0.585427293,25835,0,Escobarton,AL,Saint Kitts and Nevis,0,2,Low
40,Male,High School,Married,27669,683,37211,Business,Unemployed,0,Excellent,0.197248189,278183,3,Stephanieville,FL,Samoa,,0,Medium
37,Non-binary,Master's,Single,59140,728,12018,Auto,Employed,14,Excellent,0.545227636,,0,Wattsside,DE,Dominican Republic,,0,Medium
40,Male,Master's,Married,47328,789,,Auto,Employed,2,Poor,0.435471896,,,Carlaburgh,ME,Indonesia,0,2,High
49,Female,High School,Married,80848,664,,Personal,Self-employed,18,Good,0.17875129,45593,,South Amyberg,ND,Congo,2,2,Low
47,Non-binary,Master's,Divorced,53864,,49089,Business,Unemployed,10,Excellent,0.186667654,149396,3,Shelleyfurt,DE,Dominica,0,1,Low
59,Female,High School,Divorced,73096,641,8068,Auto,Unemployed,17,Excellent,0.457358565,,3,Allenberg,CO,Pakistan,0,0,Low
48,Male,High School,Married,38610,,22035,Auto,Unemployed,18,Fair,0.599371205,,,Walkerchester,MD,Norfolk Island,4,2,High
34,Male,Bachelor's,Divorced,25349,612,25247,Personal,Employed,1,Excellent,0.379084019,148773,0,Markview,MI,Malta,,2,Medium
49,Female,PhD,Single,47786,,38014,Business,Employed,0,Poor,0.135941852,32396,4,Port Bradyland,NC,Italy,3,0,High
62,Male,Master's,Single,108321,651,8089,Personal,Employed,14,Excellent,0.498619961,,2,South Crystalside,WA,American Samoa,1,1,Low
63,Male,Bachelor's,Divorced,117980,750,34913,Auto,Employed,14,Fair,0.31971399,79180,4,Higginsport,IN,Myanmar,4,0,Medium
45,Non-binary,High School,Widowed,78639,637,33772,Business,Unemployed,18,Fair,0.585233403,217712,1,East Matthew,VI,Sudan,0,0,Low
25,Non-binary,Master's,Single,,640,16516,Auto,Unemployed,8,Poor,0.37046596,86310,1,Mollymouth,WY,Belize,3,1,High
33,Male,High School,Single,81604,672,25954,Personal,Self-employed,4,Excellent,0.496665694,228644,1,Austinport,VT,Lesotho,2,0,Medium
25,Female,High School,Married,118267,742,10133,Business,Self-employed,16,Good,0.378101743,153018,2,Lake Valerie,PR,Andorra,3,2,High
64,Female,PhD,Divorced,68226,608,27084,Business,Unemployed,14,Excellent,0.376856715,237012,1,Hickmanbury,ND,Egypt,0,2,Low
34,Male,High School,Divorced,42854,,,Auto,Employed,1,Excellent,0.180528437,46375,4,North Randall,NH,Holy See (Vatican City State),,1,Low
51,Male,PhD,Married,33550,674,8505,Home,Self-employed,19,Good,0.105503581,48755,,South Melissabury,LA,Philippines,2,1,Medium
34,Male,High School,Married,,,12292,Home,Self-employed,5,Fair,0.335734458,265992,3,East Jameshaven,ID,Guinea-Bissau,0,2,Medium
44,Male,PhD,Married,82993,,38279,Personal,Self-employed,2,Good,0.154087199,164539,2,North Gregoryburgh,NM,Sri Lanka,0,2,High
48,Non-binary,Master's,Married,,625,34455,Auto,Self-employed,17,Fair,0.475210138,174172,3,Mcbrideside,NC,Lao People's Democratic Republic,,0,Medium
53,Female,PhD,Single,68402,751,37811,Business,Employed,18,Good,0.540084028,,4,North Shannonbury,MS,Benin,,0,Low
42,Non-binary,Bachelor's,Divorced,52573,733,21362,Home,Employed,10,Fair,0.302972111,,0,New Zachary,MT,Holy See (Vatican City State),4,2,Low
42,Non-binary,Bachelor's,Single,44536,624,40600,Auto,Employed,6,Fair,0.138275979,213482,0,Popeland,ND,Fiji,4,2,Medium
65,Male,PhD,Widowed,88248,657,10696,Personal,Unemployed,14,Poor,0.418313205,53718,4,North Joseland,FL,Saint Kitts and Nevis,0,1,Low
29,Male,High School,Married,85185,,44232,Auto,Employed,6,Good,0.212901451,150509,2,Alisontown,ID,Ecuador,3,2,Medium
40,Female,PhD,Single,85524,670,19935,Business,Self-employed,8,Fair,0.138515775,117424,,Vanessafort,NV,Togo,2,2,Low
39,Non-binary,PhD,Married,58458,779,42648,Home,Unemployed,4,Excellent,0.293070744,195287,0,Lake Lee,SD,Somalia,3,2,Medium
32,Female,Bachelor's,Single,22919,662,37477,Business,Employed,11,Excellent,0.259245786,114916,4,Oscarside,UT,Afghanistan,3,2,Low
40,Female,PhD,Divorced,72513,714,6759,Personal,Unemployed,14,Good,0.265186192,196620,3,Haysfort,SC,Saint Martin,4,0,Medium
49,Female,PhD,Widowed,50158,770,35294,Auto,Unemployed,6,Excellent,0.397390293,49457,3,East Robert,DE,Mozambique,2,1,High
51,Male,PhD,Married,54030,,26670,Business,Self-employed,18,Good,0.368467121,149360,,North Melissa,MN,Slovakia (Slovak Republic),3,2,High
64,Male,PhD,Widowed,25404,662,22955,Auto,Employed,14,Fair,0.178875779,252651,1,South Nicholas,UT,Mexico,2,0,Low
34,Non-binary,PhD,Single,20386,626,17451,Business,Unemployed,11,Excellent,0.583973393,101773,4,West Bill,AZ,Marshall Islands,3,2,Low
40,Female,Master's,Single,104612,665,14734,Personal,Employed,18,Poor,0.22710828,,1,Jimenezchester,IL,Norfolk Island,4,0,Low
41,Non-binary,PhD,Widowed,,709,,Auto,Self-employed,16,Poor,0.477699594,69258,4,New Brian,WY,Uganda,2,0,High
68,Non-binary,Master's,Married,52544,741,21603,Personal,Self-employed,10,Excellent,0.266995603,238003,4,New Donna,SD,Luxembourg,4,0,Medium
57,Male,Master's,Divorced,59459,687,34149,Auto,Unemployed,19,Good,0.348614329,72293,4,Smithland,MD,Malta,4,2,High
24,Non-binary,Bachelor's,Widowed,102097,,18429,Home,Self-employed,3,Excellent,0.331644574,36577,1,Lake Michaelside,DC,India,1,0,Low
20,Female,High School,Divorced,108388,726,37203,Auto,Unemployed,13,Excellent,0.344062205,195802,4,East Megan,NM,Uzbekistan,0,2,Low
23,Female,Master's,Single,,790,11044,Business,Unemployed,19,Good,0.484919459,144754,0,Davidchester,CA,Bahamas,0,1,High
35,Non-binary,PhD,Married,66698,,37175,Personal,Unemployed,14,Poor,0.21814328,133785,1,East Allisonberg,MN,Mauritania,0,2,Low
56,Male,PhD,Widowed,36923,751,13276,Home,Employed,15,Excellent,0.21135307,287891,2,New Thomasville,VT,Northern Mariana Islands,3,2,High
52,Male,PhD,Married,63270,684,28092,Home,Self-employed,3,Poor,0.199597617,,3,Chasefurt,MP,Norfolk Island,2,1,Low
62,Female,PhD,Married,84527,605,,Personal,Unemployed,14,Good,0.31124214,29414,,Port Kiarafurt,OK,Thailand,3,1,Medium
41,Non-binary,Bachelor's,Widowed,,,38593,Business,Self-employed,1,Poor,0.277157102,33759,,South Charles,MS,Mexico,3,0,Low
20,Non-binary,PhD,Single,76865,628,9507,Business,Self-employed,5,Good,0.25653639,214753,4,Garciafort,PW,Tajikistan,,2,Medium
48,Female,PhD,Widowed,119732,778,,Personal,Self-employed,19,Good,0.548073576,54699,,Mendozahaven,IA,Tonga,0,0,Medium
31,Non-binary,Bachelor's,Widowed,47027,,26755,Home,Employed,18,Good,0.54068036,70622,3,South Cherylside,ND,Cuba,1,2,High
20,Male,Master's,Widowed,24554,737,18107,Business,Employed,6,Fair,0.134841293,43603,2,South Paul,ND,Cote d'Ivoire,0,1,High
54,Female,High School,Divorced,56163,,,Auto,Unemployed,10,Good,0.150659591,68842,3,Jimmyton,DC,Equatorial Guinea,0,2,Low
43,Male,Bachelor's,Widowed,,636,,Business,Self-employed,2,Fair,0.17446175,279342,3,Burnsburgh,CT,Rwanda,2,2,Medium
18,Female,High School,Widowed,71408,789,23841,Home,Employed,2,Excellent,0.180215481,25218,,West Nicole,MO,Bhutan,3,1,Low
33,Male,Bachelor's,Widowed,84038,,25645,Auto,Self-employed,7,Good,0.116002691,240562,4,Ianmouth,OK,Myanmar,4,1,Medium
20,Non-binary,Bachelor's,Widowed,,619,,Business,Unemployed,4,Good,0.37833926,71734,1,New Renee,NM,Gabon,1,1,Medium
30,Female,High School,Divorced,41037,,31162,Personal,Unemployed,2,Poor,0.557747478,269384,3,Lake Dustinberg,NC,Netherlands,3,2,Medium
34,Non-binary,Bachelor's,Married,66097,735,43179,Home,Employed,15,Poor,0.348450485,129781,,Marytown,AR,Tonga,2,0,Low
43,Female,High School,Married,66360,,,Auto,Unemployed,10,Excellent,0.216189027,197310,1,Johnsontown,ND,Netherlands,1,1,High
62,Male,PhD,Widowed,94712,717,14034,Home,Employed,12,Good,0.322856853,281997,2,Melissastad,SD,China,2,2,High
62,Female,Bachelor's,Single,86247,655,38399,Home,Unemployed,8,Fair,0.553008547,34909,3,Williamsshire,DC,Japan,3,0,Medium
22,Male,Bachelor's,Divorced,35014,,43122,Auto,Employed,12,Poor,0.360442723,141154,,Hallhaven,ME,Maldives,,2,High
43,Male,Bachelor's,Widowed,115758,716,,Business,Self-employed,8,Excellent,0.525564212,152986,3,Lake Christopher,MN,Hong Kong,4,1,Low
19,Non-binary,High School,Divorced,61986,790,,Auto,Unemployed,18,Fair,0.442804557,283536,,Bettyfort,NC,Mayotte,1,0,Medium
38,Non-binary,High School,Married,114576,682,31943,Home,Self-employed,3,Poor,0.553048807,106818,,Hallchester,MN,Egypt,1,2,Low
27,Male,High School,Divorced,64280,657,15401,Business,Employed,11,Fair,0.570133449,,4,Barnettville,NH,Saudi Arabia,0,1,Medium
53,Non-binary,Bachelor's,Married,25293,,40950,Business,Employed,17,Good,0.251951278,90123,1,Port Vickiemouth,NM,Liberia,4,0,High
68,Male,Bachelor's,Widowed,50741,,34839,Home,Employed,4,Fair,0.408382302,,3,East Kelly,CO,French Polynesia,,2,Medium
23,Male,High School,Widowed,33336,677,16780,Personal,Unemployed,2,Excellent,0.147352195,286110,4,New Robert,UT,Cambodia,4,2,Low
60,Non-binary,PhD,Divorced,44160,718,25954,Auto,Employed,16,Poor,0.171761865,252098,0,Heatherhaven,AR,Palau,3,0,Low
36,Male,Master's,Widowed,,717,31543,Business,Employed,1,Excellent,0.135344027,,4,Port Williamborough,PW,Togo,0,1,High
40,Non-binary,Bachelor's,Single,45168,,28026,Home,Self-employed,19,Fair,0.107713175,232575,1,New Paulmouth,ME,Romania,1,2,High
50,Male,Bachelor's,Married,65097,695,9075,Home,Employed,15,Excellent,0.21071361,261860,0,Collinsfort,NV,North Macedonia,1,1,Low
